dit,noc,cbo,lcom,ca,npm,cam,ic,cbm,amc,avg_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
2,0,21,73,2,10,0.214285714,1,1,14.73333333,1.2667,False,False,0.395079637135299,False,0.2,False,0.4203822169854848,AdaBoost
1,0,7,4,1,2,0.5,0,0,15.75,0.5,True,False,0.041232280311414266,False,0.0,False,0.17771727812974392,AdaBoost
3,0,31,99,5,10,0.212962963,1,1,24.89473684,1.5263,False,False,0.07944484390991302,False,0.3,False,0.3754534098477368,AdaBoost
3,0,17,250,12,19,0.223602484,0,0,8.625,1.1667,False,False,0.4926656859032069,False,0.3,False,0.3300738132441048,AdaBoost
2,2,9,116,3,12,0.17857142899999998,1,1,7.142857143,1.1905,True,False,0.09307420339068156,False,0.1,False,0.33471008500642163,AdaBoost
4,0,3,1,0,1,0.666666667,1,1,5.0,0.5,False,False,0.05183576717642546,False,0.0,False,0.21645636231419452,AdaBoost
4,0,3,0,0,1,1.0,0,0,5.0,0.0,False,False,0.044917097455888975,False,0.2,False,0.364009859391346,AdaBoost
3,0,4,1,0,1,0.75,1,1,3.5,0.5,True,False,0.369736689186974,True,0.7,True,0.7263035578853364,AdaBoost
1,0,22,1,21,2,0.7,0,0,0.0,1.0,False,False,0.3867454399552768,True,0.6,True,0.553124262293528,Voting
5,0,3,0,2,2,0.666666667,0,0,9.0,0.5,False,False,0.0967002816914736,False,0.25,False,0.08387295049923678,AdaBoost
1,0,8,2,1,2,0.7777777779999999,0,0,31.25,1.5,True,False,0.042048501330342436,False,0.0,False,0.1865735698838028,AdaBoost
1,0,8,64,0,6,0.333333333,0,0,23.53846154,1.3077,False,False,0.06568022819274494,False,0.2,False,0.07516699946509657,AdaBoost
3,0,12,0,2,1,0.291666667,1,1,13.71428571,0.7143,False,False,0.0567700918562785,False,0.0,False,0.2996434346092509,AdaBoost
2,0,3,3,2,3,0.666666667,1,2,3.0,0.3333,False,False,0.02176077049348561,False,0.2,False,0.23019564453556865,AdaBoost
1,0,2,1,1,1,0.75,0,0,2.5,0.5,False,False,0.033561421454431355,False,0.0,False,0.11719481324229013,AdaBoost
2,2,29,2017,13,53,0.096801347,0,0,17.88059701,1.194,True,True,0.5183765192359028,True,0.6,False,0.4022938932266641,AdaBoost
1,0,22,47,2,9,0.35897435899999997,0,0,35.64285714,3.2143,True,True,0.5407617307435554,False,0.1,False,0.41749644671388897,Voting
3,0,9,11,1,9,0.257575758,1,2,10.81818182,0.7273,False,False,0.05053928602749663,False,0.4,False,0.3189653856165371,AdaBoost
4,0,7,10,1,5,0.46666666700000003,2,3,7.2,0.6,False,False,0.03277964799908925,False,0.0,False,0.2635448071295129,AdaBoost
3,0,3,3,0,2,0.666666667,0,0,9.0,0.3333,False,False,0.05625771622102058,False,0.1,False,0.3602542300154912,AdaBoost
5,0,16,0,1,2,0.25,3,6,56.0,0.8462,False,False,0.01351575116102798,False,0.1,False,0.08018996024392222,AdaBoost
2,0,7,24,0,9,0.4074074070000001,0,0,7.444444444,0.8889,False,False,0.0748787633770935,False,0.0,False,0.1677971780718008,AdaBoost
1,0,34,0,31,1,1.0,0,0,0.0,1.0,True,False,0.3775026875015528,False,0.1,False,0.20751984371331544,AdaBoost
2,0,2,4,1,4,0.75,1,2,4.75,0.5,False,False,0.02150162908463841,False,0.1,False,0.22305099712776055,AdaBoost
1,0,11,143,4,19,0.169590643,0,0,5.684210526,1.0526,True,False,0.10170936789153644,False,0.1,False,0.20216448543238927,AdaBoost
3,0,6,347,1,29,0.166666667,1,5,10.26666667,0.9333,False,False,0.031046751064009125,False,0.0,False,0.0778156081430713,AdaBoost
1,0,4,1,2,2,0.833333333,0,0,0.0,1.0,False,False,0.03695980758433691,False,0.2,False,0.4883323839387738,AdaBoost
1,0,5,1,4,2,0.75,0,0,0.0,1.0,False,False,0.04188032260312032,False,0.1,False,0.17691515967109192,AdaBoost
3,0,5,0,1,3,0.5,1,1,4.0,0.75,False,False,0.3875185509343378,True,0.7,False,0.4778100193714456,AdaBoost
1,0,2,0,2,4,0.75,0,0,21.25,1.5,False,False,0.05243777803786403,False,0.05,False,0.199582903182716,AdaBoost
3,0,1,0,0,1,1.0,0,0,3.0,0.0,False,False,0.036165660262619935,False,0.5,True,0.5390275823626363,AdaBoost
1,14,28,809,16,33,0.118466899,0,0,10.61904762,1.5714,True,True,0.5776509037807664,False,0.4,False,0.4111773003828779,Voting
1,0,2,10,1,5,0.8,0,0,1.6,0.8,False,False,0.039210182916771516,False,0.0,False,0.012832786882493941,AdaBoost
1,0,12,9,0,7,0.35714285700000004,0,0,9.857142857000001,0.8571,False,False,0.05412800608311821,False,0.0,False,0.11343797846825852,AdaBoost
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.059478702730480726,False,0.0,False,0.060548126680544025,AdaBoost
5,0,4,0,1,3,0.5555555560000001,0,0,9.0,0.6667,False,False,0.4422603154933248,False,0.5,True,0.6949561609881681,AdaBoost
1,0,3,6,3,3,0.3,0,0,32.25,3.25,True,False,0.22300253694189096,False,0.1,False,0.4584592019897283,AdaBoost
3,0,1,0,0,1,1.0,0,0,4.0,0.0,True,False,0.03617917632928653,False,0.5,True,0.7167334246056595,AdaBoost
0,2,5,6,2,1,0.4,0,0,22.25,1.5,False,False,0.0612677089037328,False,0.1,False,0.05367637304200852,AdaBoost
4,2,14,334,2,24,0.187739464,0,0,7.586206897,1.4138,False,False,0.23853582237416585,True,0.7,False,0.3851555568687275,AdaBoost
3,0,4,1,0,1,0.75,1,1,3.5,0.5,True,False,0.369736689186974,True,0.7,True,0.7263035578853364,AdaBoost
4,0,2,0,1,1,1.0,0,0,4.0,0.0,False,False,0.3803319281616132,True,1.0,True,0.6794722611370114,Voting
1,0,41,626,18,36,0.11666666699999999,0,0,6.944444444,0.9722,False,False,0.4466140494035846,False,0.3,False,0.4682819526586661,AdaBoost
5,0,2,3,1,3,0.7777777779999999,0,0,4.333333333,0.0,False,False,0.07767446548958773,False,0.4,False,0.3372028752776731,AdaBoost
1,0,1,0,1,1,1.0,0,0,0.0,1.0,False,False,0.030970122858412445,False,0.0,False,0.07749997276064069,AdaBoost
3,0,18,191,4,18,0.20202020199999998,1,5,12.26086957,0.9129999999999999,True,False,0.019360238629119203,False,0.0,False,0.02478817864046996,AdaBoost
1,0,10,26,2,2,0.452380952,0,0,23.125,2.25,True,False,0.4111093748756981,False,0.2,False,0.3868710179562661,AdaBoost
2,0,9,23,3,3,0.242857143,1,5,17.1,1.5,False,False,0.01332089500980089,False,0.3,False,0.3856619441248553,AdaBoost
2,0,7,6,2,5,0.333333333,0,0,5.6,0.8,False,False,0.07428357115512213,False,0.1,False,0.21917639572220934,AdaBoost
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.021302487718868845,False,0.0,False,0.1164898596827574,AdaBoost
3,4,14,6,14,4,0.666666667,0,0,4.0,0.0,False,False,0.4348555856262606,False,0.5,False,0.2330674242079964,AdaBoost
0,0,4,1,0,2,1.0,0,0,8.0,0.5,False,False,0.01882981481404413,False,0.0,False,0.039805546306622364,AdaBoost
4,0,4,3,0,2,0.444444444,1,1,7.0,0.6667,False,False,0.06805587446865459,False,0.2,False,0.248851925501807,AdaBoost
1,0,1,0,0,1,1.0,0,0,0.0,1.0,False,False,0.030079627084391186,False,0.0,False,0.1060051282334044,AdaBoost
2,0,1,0,0,4,0.583333333,0,0,4.25,0.5,False,False,0.05507835425816443,False,0.1,False,0.11270725398665092,AdaBoost
0,2,9,10,2,1,0.5,0,0,28.0,1.8,False,False,0.05773269549827492,False,0.2,False,0.06427556148457422,AdaBoost
1,0,6,0,1,2,0.6,0,0,9.5,0.5,True,False,0.03776639811595679,False,0.3,False,0.39896431287894224,AdaBoost
1,0,27,148,11,14,0.21052631600000002,0,0,35.2,1.95,False,False,0.1113531300665808,False,0.3,False,0.3892559998167693,AdaBoost
1,0,15,1263,11,50,0.104444444,0,0,13.23529412,1.0,True,False,0.4996298809563882,False,0.4,False,0.4656277298950208,AdaBoost
1,0,6,4,1,4,0.5,0,0,4.5,0.75,False,False,0.047657438148338435,False,0.0,False,0.11201003504252524,AdaBoost
5,2,6,1,4,2,0.875,0,0,5.5,0.0,False,False,0.08155081527294984,False,0.2,False,0.10488939119221023,AdaBoost
4,0,9,22,2,8,0.3,2,3,6.25,0.625,False,False,0.042166046460557764,False,0.0,False,0.15860394664093674,AdaBoost
1,0,0,3,0,3,0.833333333,0,0,3.0,0.6667,False,False,0.03461945575052768,False,0.0,False,0.13332277248220015,AdaBoost
1,0,5,1,1,2,0.625,0,0,6.5,0.5,False,False,0.3707166680818197,False,0.2,False,0.2913342311016591,AdaBoost
1,0,14,0,14,1,1.0,0,0,0.0,1.0,False,False,0.3688173642077726,True,0.8,True,0.6903999825266369,Voting
3,0,6,62,1,11,0.35416666700000005,1,3,7.166666667,0.9167,False,False,0.0363679242529143,False,0.0,False,0.15154010359234846,AdaBoost
1,0,30,136,21,15,0.344537815,0,0,16.0,1.4706,True,False,0.4538308380843122,True,0.6,True,0.7400668356594768,AdaBoost
3,0,3,8,1,4,0.533333333,1,2,8.8,0.8,False,False,0.03818562595411495,False,0.1,False,0.3869115175086337,AdaBoost
3,0,24,18,1,4,0.35,0,0,47.44444444,1.7778,False,False,0.08830614072410169,False,0.1,False,0.2287318901381368,AdaBoost
3,0,6,13,1,4,0.444444444,1,1,7.833333333,0.8333,False,False,0.0590950646775574,False,0.2,False,0.32786126677054184,AdaBoost
2,0,6,30,1,8,0.518518519,1,4,5.333333333,0.7778,True,False,0.013507256184201724,False,0.1,False,0.09568828609935147,AdaBoost
5,0,3,2,2,4,0.666666667,0,0,10.25,0.5,False,False,0.4344062794143751,False,0.2,False,0.3730842329024751,AdaBoost
2,6,11,7,6,5,0.375,0,0,6.833333333,1.0,True,False,0.27209033553537004,False,0.2,False,0.30150626395112906,AdaBoost
2,1,8,27,2,12,0.323076923,1,5,11.92857143,1.2143,True,False,0.015696093989709236,False,0.0,False,0.188454580991374,AdaBoost
4,0,5,23,1,8,0.35,1,2,10.9,1.2,False,False,0.4040339251566902,False,0.2,False,0.494143232871887,AdaBoost
1,0,13,347,1,27,0.11428571400000001,0,0,11.5,1.0333,False,False,0.14098877944325394,False,0.3,True,0.5188723731643906,AdaBoost
3,0,6,51,3,14,0.3,1,3,8.0,0.8571,False,False,0.04349660197402912,False,0.2,False,0.2617271943983321,AdaBoost
1,0,6,0,5,1,1.0,0,0,0.0,1.0,False,False,0.031672103511909584,False,0.0,False,0.08352059434460628,AdaBoost
1,0,4,0,1,1,1.0,0,0,0.0,1.0,False,False,0.03386211594227385,False,0.0,False,0.0848156322194914,AdaBoost
1,2,6,6,2,1,0.45,0,0,23.0,1.5,False,False,0.08677510743453036,False,0.1,False,0.2340542017080736,AdaBoost
1,0,11,23,1,11,0.192857143,0,0,26.57142857,1.0,True,False,0.08652039585503206,False,0.4,False,0.185905106710813,AdaBoost
1,0,8,8,3,5,0.7,0,0,6.6,0.8,False,False,0.046551366672437235,False,0.1,False,0.1928465430230385,AdaBoost
2,0,14,0,8,6,0.3,1,1,7.375,1.0,False,False,0.06550700825130938,False,0.4,False,0.3861929736226343,AdaBoost
2,0,13,125,3,17,0.17901234600000002,1,1,8.166666667000001,1.1111,False,False,0.09322885938913436,False,0.3,True,0.5861111025961938,AdaBoost
2,1,2,9,1,7,0.642857143,0,0,4.428571429,1.1429,False,False,0.07776408000389128,False,0.0,False,0.03131832442796165,AdaBoost
1,1,14,34,3,3,0.261363636,0,0,16.41666667,1.0,False,False,0.06663494273310204,False,0.2,False,0.3958030727997048,AdaBoost
1,3,32,1214,6,45,0.10784313699999999,0,0,13.51923077,1.0962,False,False,0.477553120795057,False,0.3,True,0.5334542123310161,AdaBoost
2,0,1,0,0,1,1.0,0,0,3.0,0.0,False,False,0.02794275109922328,False,0.0,False,0.04499042208648377,AdaBoost
1,0,4,9,0,5,0.4166666670000001,0,0,5.666666667,1.0,False,False,0.06241579364499141,False,0.0,False,0.015129057066447462,AdaBoost
3,0,6,4,0,3,0.4,1,3,13.75,0.5,False,False,0.03098653508558319,False,0.0,False,0.12538888898144904,AdaBoost
1,0,3,8,0,3,0.25,0,0,10.0,0.8,False,False,0.06320612824031498,False,0.1,False,0.12079987888172755,AdaBoost
1,0,2,1,2,2,1.0,0,0,0.0,1.0,False,False,0.3709800196948541,True,0.8,True,0.8274944050994387,Voting
1,0,4,0,1,13,0.326923077,0,0,4.307692308,0.9231,False,False,0.08729904272717916,False,0.2,False,0.34036521006863024,AdaBoost
3,0,15,93,1,8,0.261904762,2,3,13.8,0.8667,False,False,0.0380111132853708,False,0.0,False,0.2624214542464282,AdaBoost
3,0,10,4,2,4,0.583333333,0,0,25.25,2.25,True,False,0.12403746177410152,False,0.4,False,0.2699488497069367,AdaBoost
5,0,2,0,1,2,0.75,0,0,8.5,0.5,True,False,0.06592323706890119,False,0.1,False,0.057589877534676336,AdaBoost
2,1,7,0,1,7,0.38888888899999996,1,1,6.222222222,0.7778,True,False,0.3931246949895119,False,0.1,False,0.4734615469491351,AdaBoost
3,0,4,10,1,4,0.44,0,0,5.8,0.6,False,False,0.06860097293185008,False,0.1,False,0.3600084787716743,AdaBoost
2,14,118,13617,67,157,0.056277056,0,0,11.45783133,1.1506,True,True,0.7870629194783203,False,0.4,True,0.5843742880190823,AdaBoost
4,0,8,4,1,2,0.4,2,4,11.4,0.6,True,False,0.02734593321244061,False,0.1,False,0.13952298598839594,AdaBoost
2,0,11,22,4,8,0.3,1,20,5.875,0.875,False,False,0.0007938646849696793,False,0.0,False,0.2819337889976956,AdaBoost
2,0,7,2,2,3,0.44,1,2,10.6,0.8,False,False,0.03785972703610506,False,0.1,False,0.37330378220238797,AdaBoost
2,0,7,0,3,15,0.26388888899999996,1,1,16.22222222,0.7778,False,False,0.4192432959357408,False,0.3,False,0.4469351575481721,AdaBoost
3,0,9,0,5,4,0.4375,0,0,9.0,0.75,True,False,0.07423783050605577,True,0.7,True,0.5368695306073994,AdaBoost
1,0,3,0,2,8,0.375,1,1,14.375,2.0,False,False,0.09354106353316254,False,0.3,False,0.2868909480320099,AdaBoost
4,0,6,0,2,3,0.46666666700000003,1,2,14.66666667,0.6667,False,False,0.3816236842775004,False,0.2,False,0.4104841841521267,AdaBoost
1,0,3,30,1,8,0.355555556,0,0,7.666666667,0.7778,True,False,0.06965756815327917,False,0.2,False,0.23537774573350664,AdaBoost
5,0,11,125,2,15,0.287037037,1,1,7.6111111110000005,0.7778,False,False,0.10141892917174483,False,0.1,False,0.2479953733774257,AdaBoost
0,0,14,29,0,11,0.340909091,0,0,8.090909091,0.9091,False,False,0.3911733291552275,False,0.1,False,0.09586653949863994,AdaBoost
1,0,3,0,2,1,1.0,0,0,0.0,1.0,False,False,0.035575333561190615,False,0.0,False,0.22240869979659444,AdaBoost
1,0,8,43,4,11,0.4,0,0,13.18181818,1.2727,False,False,0.08929079319784661,False,0.4,False,0.2519723601416443,AdaBoost
1,0,2,3,0,1,0.333333333,0,0,75.0,0.6667,False,False,0.4042927001948409,False,0.1,False,0.2136853688079996,AdaBoost
1,0,5,12,3,7,0.4375,0,0,9.777777777999999,1.2222,False,False,0.07644962208743686,False,0.2,False,0.2665479610428135,AdaBoost
1,0,7,21,1,7,0.46428571399999996,0,0,10.14285714,1.0,False,False,0.06324934780213709,False,0.1,False,0.23355938346420746,AdaBoost
2,0,3,2,3,5,0.4,0,0,5.6,0.8,False,False,0.07388935611545494,False,0.2,False,0.22735071506438675,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.035650463659282976,False,0.0,False,0.03077822291215517,AdaBoost
4,0,11,0,1,4,0.36,1,1,59.0,0.8,False,False,0.07118791530518262,False,0.0,False,0.2317036284605644,AdaBoost
3,0,9,6,1,4,0.541666667,0,0,9.75,0.25,True,False,0.052619700462302285,False,0.5,False,0.35109419672900044,AdaBoost
3,0,8,0,1,4,0.5,0,0,10.8,0.4,True,False,0.0583164440806459,True,0.6,False,0.3026638178238745,RandomForest
1,0,30,1,28,2,1.0,0,0,0.0,1.0,False,False,0.3857868897104928,False,0.5,True,0.5017210149326525,AdaBoost
2,6,13,22,6,3,0.333333333,0,0,10.0,0.625,False,False,0.35631377034276324,True,0.7,False,0.34836730043612363,AdaBoost
1,0,4,0,3,1,1.0,0,0,0.0,1.0,False,False,0.03590703434824579,False,0.0,False,0.10345258334048092,AdaBoost
1,0,29,0,2,11,0.25,0,0,31.5,2.0,True,False,0.4795321538949983,False,0.3,False,0.3782854440420956,AdaBoost
1,0,4,1,4,2,1.0,0,0,0.0,1.0,False,False,0.03834859091119243,False,0.1,False,0.40822733159539387,AdaBoost
2,0,10,126,3,14,0.193236715,1,1,23.16666667,1.375,True,False,0.09974587504414828,False,0.5,True,0.5062151031438856,AdaBoost
2,0,2,1,1,2,0.75,0,0,4.0,0.0,False,False,0.03720040909060834,False,0.1,False,0.3377026772860175,AdaBoost
1,0,12,10,9,5,0.3666666670000001,0,0,0.0,1.0,False,False,0.4034359737635311,False,0.0,False,0.4295004567513655,AdaBoost
5,0,6,2,4,4,0.5625,0,0,8.5,0.5,False,False,0.08105736181521088,True,0.6,False,0.4648337802367738,AdaBoost
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.027434051437197817,False,0.0,False,0.06557626786251401,AdaBoost
2,0,17,4,16,2,0.444444444,1,1,22.0,0.5,False,False,0.0544898966628831,False,0.4,False,0.31260377112686244,AdaBoost
2,0,10,14,2,4,0.291666667,0,0,13.625,0.75,False,False,0.06688719742253414,False,0.1,False,0.3003098613302104,AdaBoost
2,0,21,590,5,36,0.160493827,1,2,5.833333333,1.0,False,False,0.2429989752775161,False,0.2,False,0.4853663681790013,AdaBoost
1,0,8,1,6,2,0.666666667,0,0,0.0,1.0,False,False,0.3830177215070602,False,0.2,False,0.4378333045974288,AdaBoost
3,0,2,0,1,1,1.0,0,0,4.0,0.0,True,False,0.3660545627986204,True,0.9,True,0.833014190745543,AdaBoost
1,0,14,108,4,4,0.1875,0,0,33.875,1.4375,False,False,0.0842196616640014,False,0.5,False,0.4640026369140196,AdaBoost
1,0,6,0,5,1,1.0,0,0,0.0,1.0,False,False,0.03659370635892518,False,0.0,False,0.11196014244456776,AdaBoost
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.05423722353558617,False,0.0,False,0.040278062498230516,AdaBoost
3,0,4,1,0,1,0.666666667,1,1,4.5,0.5,False,False,0.037624122985190314,False,0.1,False,0.09845909878946717,AdaBoost
3,0,6,21,1,4,0.30952381,0,0,8.0,0.7143,True,False,0.07555717699626421,False,0.3,False,0.30614730760924563,AdaBoost
1,0,26,7,1,5,0.4,0,0,60.83333333,4.5,False,False,0.4746717895400831,False,0.5,False,0.2988082112613153,AdaBoost
1,0,12,30,1,1,0.4166666670000001,1,4,19.55555556,1.7778,False,False,0.3588532108319017,False,0.2,False,0.21477602080969446,AdaBoost
1,0,7,0,5,1,1.0,0,0,0.0,1.0,False,False,0.035876658472426236,False,0.0,False,0.12007637179641298,AdaBoost
3,0,9,129,2,13,0.22368421100000002,1,1,9.315789473999999,1.3158,False,False,0.09843750886391682,False,0.2,False,0.4112217685642748,AdaBoost
1,0,51,6,47,4,0.5,0,0,0.0,1.0,False,True,0.7400576111314842,True,0.7,False,0.4876809454301446,AdaBoost
3,0,5,51,2,11,0.484848485,1,3,5.6363636360000005,0.7273,False,False,0.3777928042081391,False,0.0,False,0.3862024915120232,AdaBoost
1,6,8,6,6,3,0.5625,0,0,8.25,1.0,False,False,0.3229692104380276,False,0.4,True,0.5200381198461019,AdaBoost
1,0,6,9,1,6,0.375,0,0,3.0,0.8333,False,False,0.0615279491381721,False,0.0,False,0.2301403107722516,AdaBoost
2,0,6,6,5,3,0.4166666670000001,1,1,13.0,0.6,False,False,0.3838252861189135,False,0.2,False,0.20439430771791964,AdaBoost
1,0,17,3,3,2,0.666666667,0,0,158.66666669999995,2.0,False,False,0.18482232846506852,False,0.2,False,0.2557631455608607,AdaBoost
6,0,4,3,1,3,1.0,1,1,6.666666667,0.6667,False,False,0.051956568999913036,False,0.0,False,0.10411686786605352,AdaBoost
3,0,4,30,1,9,0.5555555560000001,2,5,4.444444444,0.7778,False,False,0.024749900932175526,False,0.2,False,0.27101340445880895,AdaBoost
1,0,8,0,7,1,1.0,0,0,0.0,1.0,False,False,0.037311279352212186,False,0.0,False,0.1422723198911504,AdaBoost
1,0,0,1,0,2,1.0,0,0,0.0,1.0,False,False,0.036978301942773184,False,0.0,False,0.13943144230385388,AdaBoost
1,0,4,1,0,2,0.666666667,0,0,4.0,0.5,False,False,0.038156104452656166,False,0.0,False,0.15950310623780994,AdaBoost
1,0,3,0,2,4,0.625,0,0,4.25,0.75,False,False,0.050051263688434766,False,0.0,False,0.1359475539951393,AdaBoost
4,0,14,106,7,14,0.24107142899999998,1,4,7.5625,1.25,False,False,0.06409330577095645,False,0.2,False,0.2445078306775149,AdaBoost
2,0,19,217,4,23,0.24154589399999998,1,2,9.608695652,1.0,False,False,0.07928209801803232,False,0.2,False,0.4849366286614629,AdaBoost
1,0,2,3,0,3,0.833333333,0,0,3.333333333,0.6667,False,False,0.037664610816597686,False,0.0,False,0.11957918991605895,AdaBoost
2,0,22,97,5,13,0.192592593,0,0,7.1333333329999995,0.9333,False,False,0.09048942930494708,False,0.2,False,0.3695192410393704,AdaBoost
1,0,9,0,9,1,1.0,0,0,0.0,1.0,False,False,0.3721426656928331,True,0.6,True,0.527166342337936,Voting
1,0,8,105,7,14,0.2,0,0,13.26666667,2.4667,True,True,0.5648539116300947,False,0.3,True,0.5331894647161545,AdaBoost
1,0,56,0,56,1,1.0,0,0,0.0,1.0,True,True,0.7243238250143499,False,0.2,False,0.4885099277568388,Voting
3,1,15,193,4,16,0.295454545,1,3,13.18181818,1.3636,False,False,0.07032444761691288,False,0.5,False,0.454432396164069,AdaBoost
1,0,4,3,0,3,0.833333333,0,0,5.0,0.6667,False,False,0.03635700102558165,False,0.0,False,0.07127414054492773,AdaBoost
3,0,7,4,1,4,0.533333333,0,0,10.2,0.8,False,False,0.06585078792848324,False,0.4,False,0.3382836212295576,AdaBoost
1,0,4,55,1,10,0.181818182,0,0,6.818181817999999,0.9091,True,False,0.08488507197100092,False,0.0,False,0.3615004785460611,AdaBoost
3,0,16,19,4,7,0.37142857100000004,0,0,14.0,1.4286,True,False,0.4297574219461748,False,0.4,False,0.4888416540043513,AdaBoost
2,0,9,91,4,11,0.33928571399999996,1,3,4.071428571,0.8571,False,False,0.043277672148622236,False,0.0,False,0.21781487047652248,AdaBoost
5,0,5,1,1,3,0.666666667,0,0,11.33333333,0.3333,True,False,0.3987381910652749,False,0.4,True,0.5540202680573122,AdaBoost
3,0,7,59,1,12,0.33846153799999995,1,2,8.0,1.0,False,False,0.06592126343211377,False,0.5,False,0.4110066567966246,AdaBoost
1,0,1,6,0,4,0.875,0,0,8.0,1.0,False,False,0.3774993619865887,False,0.0,False,0.07104315207654527,AdaBoost
1,9,9,1,9,3,0.666666667,0,0,3.333333333,0.6667,False,False,0.4314429420096786,False,0.2,False,0.4210066727214145,AdaBoost
3,0,8,19,2,5,0.46428571399999996,1,1,7.285714286,0.8571,False,False,0.05690733460166225,False,0.1,False,0.21137704102962435,AdaBoost
1,0,8,13,1,6,0.433333333,0,0,7.833333333,1.0,False,False,0.3945524298411064,False,0.4,False,0.2948593179745297,AdaBoost
1,0,3,0,3,1,1.0,0,0,0.0,1.0,False,False,0.03769465170790922,False,0.0,False,0.0635546614633925,AdaBoost
1,0,3,9,1,7,0.5,0,0,7.285714286,0.8571,False,False,0.0607670523123269,False,0.2,False,0.3213813303653391,AdaBoost
1,0,15,4,1,3,0.5,0,0,28.4,0.6,False,False,0.042606179342189784,False,0.0,False,0.3232495251571352,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.03675472329587176,False,0.0,False,0.1005510287578921,AdaBoost
1,0,13,3,11,3,0.833333333,0,0,0.0,1.0,False,False,0.04792040769757519,False,0.2,False,0.3920665315478651,AdaBoost
1,0,12,1,11,2,0.75,0,0,0.0,1.0,False,False,0.3838887073071683,False,0.3,False,0.3794310999647368,AdaBoost
0,0,8,48,0,12,0.38888888899999996,0,0,9.166666667000001,1.25,False,False,0.06830121378912339,False,0.1,False,0.29141044650609105,AdaBoost
1,0,5,21,0,6,0.857142857,0,0,5.285714286,0.8571,False,False,0.04220825990164976,False,0.0,False,0.19602178115157806,AdaBoost
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.026904642481126492,False,0.0,False,0.10006558021951888,AdaBoost
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.055304636626348304,False,0.0,False,0.1238031799723127,AdaBoost
4,0,2,0,1,2,0.75,0,0,8.5,0.5,False,False,0.23079563703788256,False,0.4333333333333334,False,0.4272910031699572,AdaBoost
3,0,8,27,2,7,0.283333333,1,4,7.6363636360000005,1.0909,False,False,0.04277738961681751,False,0.1,False,0.3636214409372952,AdaBoost
4,0,6,0,1,4,0.4,1,2,12.83333333,0.8333,True,False,0.3906960155684344,False,0.1,False,0.39082190884492657,AdaBoost
3,0,12,7,2,4,0.44,0,0,13.5,0.5,False,False,0.06669311437774139,False,0.3,False,0.3359634019533902,AdaBoost
0,0,1,3,1,2,0.7777777779999999,0,0,34.33333333,3.6667,False,False,0.13628873753615486,False,0.2,False,0.4503499771459163,AdaBoost
1,0,3,1,1,1,0.5,0,0,18.66666667,1.0,False,False,0.05471707331203818,False,0.2,True,0.5003763206170397,AdaBoost
4,0,7,3,4,3,0.666666667,1,2,3.0,0.6667,True,False,0.044793015907506284,False,0.1,False,0.3659371996195388,AdaBoost
2,1,6,0,5,13,0.384615385,0,0,14.30769231,0.6923,False,False,0.42960614351009535,False,0.4,True,0.5268817197329501,AdaBoost
3,3,11,62,3,13,0.346153846,1,3,6.076923077000001,1.1538,False,False,0.0747089940753004,False,0.3,False,0.3062315940984255,AdaBoost
1,0,5,0,1,3,1.0,0,0,6.666666667,0.6667,False,False,0.032612851406022006,False,0.3,False,0.2385105580996119,AdaBoost
1,0,172,595,162,35,0.147619048,0,0,0.0,1.0,True,True,0.5815692425712924,True,0.6,True,0.7520349958544271,AdaBoost
4,1,23,205,10,23,0.152173913,1,1,6.7826086960000005,1.087,False,False,0.1536375480995531,False,0.1,False,0.3100606268092572,AdaBoost
3,0,28,296,9,13,0.167582418,1,1,23.13793103,2.1379,True,False,0.4660844594877384,False,0.5,False,0.3528752911982549,AdaBoost
5,1,5,0,3,3,0.583333333,0,0,9.333333332999999,0.3333,True,False,0.4225157392123569,True,0.6,False,0.4537104672907588,RandomForest
0,1,9,0,3,3,0.5,0,0,13.4,0.8,False,False,0.04772041994955795,False,0.2,False,0.2812479559065257,AdaBoost
1,0,2,9,2,7,0.47619047600000003,0,0,5.428571429,0.7143,False,False,0.0605036350895251,False,0.0,False,0.3048039959514568,AdaBoost
1,0,2,0,2,1,1.0,0,0,0.0,1.0,False,False,0.037376615765133285,False,0.1,False,0.1383455835928617,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.03675472329587176,False,0.0,False,0.1005510287578921,AdaBoost
5,0,5,0,4,3,0.666666667,0,0,13.33333333,0.3333,True,False,0.4121969915548465,True,0.8,True,0.679175921471314,AdaBoost
5,0,4,0,1,3,0.5,0,0,10.66666667,0.6667,False,False,0.4285076886200597,False,0.4,True,0.5911533761886889,AdaBoost
